ID,PID,EpEmAngle,EmEpGamAngle,InvariantMassEpEmGam,InvariantMassEpEm,EmPx,EmPy,EmPz,EmTheta,EmPhi
0,Background,-0.9999979917805786,-0.5503134952275799,1.6452779189872477,1.6641247111028152,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.998133060451936,-0.5175625114453344,1.6452779189872437,1.8196596795572275,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.9998024487501671,-0.5762701255414139,1.6452779189872455,1.6923128346040615,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.9998807686298274,-0.5943640808225906,1.6452779189872468,1.7607538671529472,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.977388644326788,-0.6792318076340668,1.6452779189872437,2.1987674461076256,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.999817970808045,-0.7780792696548086,1.6452779189872453,1.6926421057126204,0.7663351893424988,1.0602593421936035,5.137260437011719,0.24935196021423314,0.9449442280034965
0,Background,-0.9997917469119358,-0.336480409126525,1.8092081410205456,1.8681684029323555,-0.2405291497707367,-1.2575359344482422,5.979738712310791,0.21092700346891302,-1.7597839307075336
0,Background,-0.8207971278154217,0.1885385229354289,0.4266866488350289,0.8042354458490963,0.029518242925405502,0.029151801019906998,0.6007350087165833,0.06895058284748057,0.779152435322504
0,Background,-0.6740378331881846,0.16782448507464442,0.4266866488350293,0.8069645421011608,0.029518242925405502,0.029151801019906998,0.6007350087165833,0.06895058284748057,0.779152435322504
0,Background,-0.9182635283092262,0.04369290201785646,0.4266866488350295,0.567272608000244,0.029518242925405502,0.029151801019906998,0.6007350087165833,0.06895058284748057,0.779152435322504
0,Background,-0.8769908614257749,-0.18812760104782414,1.254051495375257,1.6288933008878574,0.8062275648117065,0.6399338245391846,3.133448839187622,0.31739168845646853,0.6709112503629006
0,Background,-0.9964267246386931,-0.3742235169775557,1.4098030082812105,1.5637244578744043,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.9999536904492188,-0.4366165206247096,1.4098030082812072,1.4326811026615764,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.992897348887302,-0.48137566459695724,1.40980300828121,1.645645275543265,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.9939053380502565,-0.5663323560851289,1.4098030082812083,1.9048842833684352,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.9990317907675309,-0.7581354612238792,1.4098030082812087,1.5156612169914583,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.9972103975632961,-0.49154011992564545,1.4098030082812087,1.4665737610419363,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.993933913020198,0.01100238217271179,1.4098030082812099,1.5198220290035398,1.0765202045440674,-0.14744596183300018,4.189883708953857,0.2537422228168587,-0.136118390996873
0,Background,-0.9966828573256103,-0.6851243764966533,1.0289631790163232,1.0847704678856427,0.5740801095962524,-0.4916486442089081,1.559324026107788,0.4513487113711789,-0.7082043494863354
0,Background,-0.985143746574339,-0.30797544913858177,1.0289631790163227,1.1684208548993795,0.5740801095962524,-0.4916486442089081,1.559324026107788,0.4513487113711789,-0.7082043494863354
0,Background,0.060724477837136595,-0.9948297885106796,0.5939768791136774,1.547866800024713,0.06417443603277206,-0.10939373821020126,1.6602559089660645,0.07624257358794748,-1.0402603634401384
0,Background,0.3100514321282698,-0.9963054224331057,0.5939768791136784,1.8762873821785129,0.06417443603277206,-0.10939373821020126,1.6602559089660645,0.07624257358794748,-1.0402603634401384
0,Background,0.9385657535830277,-0.9964077099162227,0.3100879395890219,3.6695901900640813,-0.03280503675341606,-0.02743343450129032,0.5307596325874329,0.08039772786880818,-2.4451315415765293
0,Background,0.94172725410329,-0.9965799860733711,0.31008793958902264,3.770098373381626,-0.03280503675341606,-0.02743343450129032,0.5307596325874329,0.08039772786880818,-2.4451315415765293
0,Background,-0.9989048601852859,-0.17059820399118633,1.6521634616701555,2.0479359853238415,0.1870487928390503,1.1094036102294922,3.69551157951355,0.2955252103194532,1.403764229023508
0,Background,0.9940770802872615,-0.9800517750630086,0.09448111198635853,4.148002593946377,-0.0756160169839859,-0.21170496940612793,0.7921761870384216,0.2765105652080688,-1.9138500075634048
0,Background,-0.9988991489873584,-0.8194170102086791,2.0203603337165488,2.166000862257765,-1.1400365829467773,1.0901901721954346,6.472140312194824,0.23906118612891306,2.378541147563114
0,Background,-0.9995735605862691,-0.20736910012564586,2.02036033371655,2.0538317632566194,-1.1400365829467773,1.0901901721954346,6.472140312194824,0.23906118612891306,2.378541147563114
0,Background,-0.9990771634455005,-0.7104348619951385,2.020360333716548,2.2218865805894077,-1.1400365829467773,1.0901901721954346,6.472140312194824,0.23906118612891306,2.378541147563114
0,Background,-0.998718506321148,-0.6911100366253962,2.0203603337165483,2.8756330558373744,-1.1400365829467773,1.0901901721954346,6.472140312194824,0.23906118612891306,2.378541147563114
0,Background,-0.9998714256069471,-0.0033193062263489346,1.836911174949093,1.85191511630336,-0.4741668999195099,-1.0889374017715454,5.518250942230225,0.21199627158450388,-1.9814764102123317
0,Background,-0.990187205331792,0.027245007397055893,1.8369111749490934,2.1609287995857094,-0.4741668999195099,-1.0889374017715454,5.518250942230225,0.21199627158450388,-1.9814764102123317
0,Background,-0.9918987743453452,0.047056387634269684,1.8369111749490938,2.163197776599242,-0.4741668999195099,-1.0889374017715454,5.518250942230225,0.21199627158450388,-1.9814764102123317
0,Background,-0.9995985060159688,0.05106334732559556,2.925864164435915,2.985397925498728,1.151265263557434,0.9163289666175842,3.575148344039917,0.3904391282746959,0.6722555821907965
0,Background,-0.9990922532850606,-0.38135332531801486,1.1536429912975132,1.2333804086034104,-0.5900077223777771,0.1140110045671463,1.9742847681045532,0.2954654211093171,2.9507088739063025
0,Background,-0.863667950221116,0.10495898096775043,1.153642991297513,1.6886792501584207,-0.5900077223777771,0.1140110045671463,1.9742847681045532,0.2954654211093171,2.9507088739063025
0,Background,-0.9992850693995031,-0.15380263062618818,1.153642991297513,1.1897859194758236,-0.5900077223777771,0.1140110045671463,1.9742847681045532,0.2954654211093171,2.9507088739063025
0,Background,-0.9998262219261315,-0.20348694229860112,2.1355931235016135,2.167976490780523,0.7106809616088867,-0.4095848500728607,3.6468968391418457,0.22123839933735548,-0.5228312197437327
0,Background,-0.9996623941493675,-0.305947308332946,2.1355931235016143,2.2166125991299315,0.7106809616088867,-0.4095848500728607,3.6468968391418457,0.22123839933735548,-0.5228312197437327
0,Background,-0.9977455765553432,-0.4856578870454404,2.1355931235016157,2.2085665045495078,0.7106809616088867,-0.4095848500728607,3.6468968391418457,0.22123839933735548,-0.5228312197437327
0,Background,-0.9890450267400562,-0.15710823780340744,2.135593123501613,2.309808395119467,0.7106809616088867,-0.4095848500728607,3.6468968391418457,0.22123839933735548,-0.5228312197437327
0,Background,-0.9936404982091468,-0.11329497527565104,1.0693930720226106,1.408838187756967,0.06318346410989761,0.3487950563430786,1.5353742837905884,0.22689438167630724,1.391591813647395
0,Background,-0.9920658328193085,-0.6179960027943971,1.0693930720226117,1.1869796761165556,0.06318346410989761,0.3487950563430786,1.5353742837905884,0.22689438167630724,1.391591813647395
0,Background,-0.9992264865496508,-0.05873950463613959,1.0693930720226121,1.0918558711793955,0.06318346410989761,0.3487950563430786,1.5353742837905884,0.22689438167630724,1.391591813647395
0,Background,-0.9960670095710362,0.0015518552210246203,1.0693930720226101,1.1202464799766394,0.06318346410989761,0.3487950563430786,1.5353742837905884,0.22689438167630724,1.391591813647395
0,Background,-0.9982589801718001,-0.11007971934793355,1.2750762911937779,1.3489550554911385,0.0317985936999321,0.7738592624664307,2.45660662651062,0.30541307298202025,1.5297285042314435
0,Background,-0.9711244587085802,-0.5856796908924333,1.2750762911937783,1.5155539920843994,0.0317985936999321,0.7738592624664307,2.45660662651062,0.30541307298202025,1.5297285042314435
0,Background,-0.9934595704507047,-0.45168142602191463,1.2750762911937774,1.3515715219961677,0.0317985936999321,0.7738592624664307,2.45660662651062,0.30541307298202025,1.5297285042314435
0,Background,-0.9934954408872755,-0.17508746669013636,1.2750762911937785,1.6334437996482953,0.0317985936999321,0.7738592624664307,2.45660662651062,0.30541307298202025,1.5297285042314435
0,Background,0.9991844787684819,-0.9990810885351041,0.011721954401017852,1.3151534950873507,-0.011437742970883846,-0.189024418592453,0.5934696793556213,0.30887711358560543,-1.6312319802048776
0,Background,0.9998448204057462,-0.9969566009483881,0.01172195440098944,3.0161969231500376,-0.011437742970883846,-0.189024418592453,0.5934696793556213,0.30887711358560543,-1.6312319802048776
0,Background,0.9773430591292906,-0.9922155359305144,0.011721954400936459,0.24803908407901568,-0.011437742970883846,-0.189024418592453,0.5934696793556213,0.30887711358560543,-1.6312319802048776
0,Background,0.9998209236252791,-0.9707909917678929,0.011721954400951553,2.8085901129136417,-0.011437742970883846,-0.189024418592453,0.5934696793556213,0.30887711358560543,-1.6312319802048776
0,Background,-0.5245547345595482,-0.04302976090057289,1.0395543291402818,2.125908310999698,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.99870024057654,-0.49253806561520397,1.0395543291402813,1.0790247870670167,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.9887007486968422,-0.6088028751817433,1.0395543291402813,1.6245180969023798,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.999541238097535,-0.61159013551359,1.0395543291402813,1.0860050623282271,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.9954725349484664,-0.24527209143964426,1.0395543291402811,1.0903911366100396,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.9824815306371123,-0.21361541867348993,1.0395543291402816,1.1420245608359108,-0.9727282524108887,0.05027264356613159,1.5324199199676514,0.5661949738950679,3.0899564900892464
0,Background,-0.9913126442446812,-0.7423824685283427,0.6755698474643639,0.7350872299983298,0.0506061315536499,0.044872358441352844,1.075743556022644,0.06279025071241945,0.7254171635714322
0,Background,-0.9482685678024282,-0.7263348542113137,0.675569847464365,0.8352663591401558,0.0506061315536499,0.044872358441352844,1.075743556022644,0.06279025071241945,0.7254171635714322
0,Background,-0.8107396915807304,-0.6221693883875075,0.6755698474643655,1.001387577402304,0.0506061315536499,0.044872358441352844,1.075743556022644,0.06279025071241945,0.7254171635714322
0,Background,-0.9873060086346424,-0.1514895366602993,0.6755698474643651,0.7339137046707237,0.0506061315536499,0.044872358441352844,1.075743556022644,0.06279025071241945,0.7254171635714322
0,Background,-0.9999993436864741,0.52543243569568,0.5804416828428356,0.5880794630938346,-0.16989386081695557,1.6881176233291626,4.335507869720459,0.37301615511150843,1.6710996012381105
0,Background,-0.9922082169950525,-0.36921127423194744,1.7581984132144637,2.0146504020742393,0.8384664058685303,-0.21303223073482513,1.6627689599990845,0.47974000683997836,-0.24880900837710443
0,Background,0.8606724495358246,-0.9877754064044123,0.39237574230918365,3.1878965318465964,-0.08587566018104553,0.023873012512922287,1.17637038230896,0.07562433003141673,2.8704440622828185
0,Background,-0.999594797982186,-0.3086212163049562,1.567101327654329,1.6184280945631966,1.2793035507202148,-0.007771882228553295,5.668030261993408,0.22198946419851917,-0.0060750137172583376
0,Background,-0.8804744051179859,-0.6229155268361409,0.5986222610155295,0.8246251145642803,0.35162484645843506,0.2939763367176056,1.9926800727844238,0.22607264201691166,0.69634005679655
